Date,Year,Month,Day,Time,Country,Location,Operator,Operator_Type,Route,Type,Aboard,Fatalities,Fatality_Rate,Ground,Causes,Summary
1970-09-09,1970,September,Wednesday,16:06,Puerto Rico,"Orocovis, Puerto Rico",San Juan Air,Civilian,San Juan - Ponce,Britten-Norman Bn-2A Islander,1,1,1.0,0,Collision/Impact,Struck a mountain.
1970-09-22,1970,September,Tuesday,08:25,Canada,"Cranbrook, Canada",Eagle Flight - Air Taxi,Civilian,"Portland, Or - Cranbrook, Canada",Cessna T337B,4,4,1.0,0,Pilot Error,Descended below minimum approach altitude for unknown reasons.
1970-09-26,1970,September,Saturday,08:25,Denmark,"Near Vagar, Denmark",Icelandair,Civilian,Unavailable,Fokker F-27 Friendship 300,34,8,0.24,0,Collision/Impact,"Crashed into mountains on Mueggenaes Island at  an altitudwe of 1,500 ft., 2 miles off course, while descending, after holding for 20 minutes."
1970-09-30,1970,September,Wednesday,08:25,Viet Nam,"Near Da Nang, Vietnam",Air Vietnam (South Vietnam),Civilian,Pleiku - Hue,Douglas Dc-3-Dst,38,38,1.0,0,Weather,Flew into high ground after being diverted to Da Nang in poor weather conditions.
1970-10-01,1970,October,Thursday,08:25,Russian Federation,"Mys-Kammenyj, Russia",Aeroflot,Civilian,Unavailable,Antonov An-12B,8,8,1.0,0,Mechanical Failure,Lost three engine while taking off and crashed. Malfunctioning fuel system.
1970-10-02,1970,October,Friday,12:00,USA,"Mt. Trelease, Near Silver Plume, Colorado","Charter, Golden Eagle Aviation Inc.",Civilian,"Wichita - Denver - Logan, Utah",Martin 404,40,30,0.75,0,Pilot Error,"Two charter planes took off Wichita for a flight to Logan, Utah via Denver. The flight was uneventful to Denver.  The crew of N464M decided to fly a sceniroute the rest of the way to Logan. The aircraft, which was overloaded by 5,165 lbs. , flew into a box canyon. Confronted with steeply rising terrain, the pilot made a sharp bank trying to turn around in the narrowing valley and stalled, crashing into a mountainous forested area on  Mt. Trelease. Numerous members and staff of the Wichita State Football team were killed. The pilot had only 123 total hours in a Martin 404, the copilot 30 hours. Intentional operation of the aircraft over a mountain valley route at an altitude from which the aircraft could neither climb over the obstructing terrain ahead, nor execute a successful course reversal. Other factors included overloaded conditions, lack of a flight planning and minimum qualifications of the crew."
1970-10-02,1970,October,Friday,14:07,"Taiwan, Province of China","Near Taipei, Taiwan",Military - U.S. Air Force,Military,Taipei - Ching Chuan Kang,Lockheed C-130E,43,43,1.0,0,Collision/Impact,The aircraft struck a mountain ridge 6 minutes after taking off from Taipei. Deviation off course while flying  IFR in zero visibility.
1970-10-04,1970,October,Sunday,15:10,USA,"Mahaffey, Pennsylvania",Private,Civilian,"Dubois, Pa - Roanoak, Va",Aero Commander 500-B,2,2,1.0,0,Collision/Impact,"The aircraft crashed into a mountainside 20 minutes after taking off. NASCAR driver Curtis Turner, 46, was killed along with pro-golfer Clarence King. King was flying the plane and had a blood alcohol of 0.17. Alcoholiimpairment of efficiency and judgment.  Evidence showed the passenger, Turner had a severe heart attack prior to the accident."
1970-10-06,1970,October,Tuesday,15:10,French Southern Territories,"Near Germiston, South Africa",National Airways,Civilian,"Johannesberg - Orapa Mine, Botswana",Douglas Dc-3,11,3,0.27,0,Pilot Error,"Shortly after takeoff, the No. 1 engine failed.  After feathering the prop, the crew tried to return to the airport but the plane crashed 1.2 miles from the airport. The plane was carrying employees of the Anglo American Corporation."
1970-10-10,1970,October,Saturday,21:30,USA,"Dayton, Ohio",Saturn Airways,Civilian,"Dayton, Oh - Ft. Dix, Nj",Lockheed L-100-20 Hercules,3,3,1.0,0,Collision/Impact,"The crew of the cargo plane became disoriented and struck the ground 5,000 ft. short of the runway. Fog, low ceiling, spatial disorientation, improper IFR operation."
1970-10-16,1970,October,Friday,16:49,USA,"New Castle, Delaware",Delaware Aviation - Air Taxi,Civilian,"Teleboro, Nj  - Wilmington, De",Piper Pa-28R,2,2,1.0,0,Pilot Error,"Pilot received landing clearance then was observed in climbs, dives and turns below traffipattern before crashing. Undetermined cause."
1970-10-28,1970,October,Wednesday,16:49,Guadeloupe,"Pointe-À-Pitre, Guadeloupe",Aerocosta Colombia,Civilian,Unavailable,Curtiss C-46D,4,2,0.5,0,Pilot Error,The cargo plane crashed while attempting to make an emergency landing.
1970-11-14,1970,November,Saturday,19:36,USA,"Near Huntington, West Virginia",Southern Airways,Civilian,"Kingston, Nc - Huntington, Wv",Mcdonnell Douglas Dc-9-31,75,75,1.0,0,Pilot Error,"While on approach, the aircraft crashed one mile short of Runway 11 at Tri-State Airport in rain and fog. Thirty-six players and 5 coaches on the Marshall University football team were among those killed. Improper procedures executed by the crew. Descent below Minimum Descent Altitude during a nonprecision approach under adverse operating conditions, without visual contact with the runway environment. The reason for this descent was not able to be determined, although the two most likely explanations are ( a ) improper use of cockpit instrumentation data, or (b) an altimetry system error ."
1970-11-24,1970,November,Tuesday,09:30,Viet Nam,"Nar Can Tho, South Vietnam",Military - Vietnamese Air Force / Military - U.S. Army,Military,Unavailable,De Havilland Ru-6A Beaver /Bell Uh-1H,18,18,1.0,0,Unknown,"Mid-air collision at 1,200 ft."
1970-11-27,1970,November,Friday,17:05,USA,"Anchorage, Alaska",Capital Airlines,Civilian,Anchorage - Yokota Afb,Mcdonnell Douglas Dc-8-63Cf,229,47,0.21,0,Pilot Error,"The military charter overran the runway during takeoff, hit the ILS localizer support structure and burst into flames. The lack of acceleration, undetected by the crew  until after V1 speed was reached caused by the main landing gear wheels remaining locked after power was applied for takeoff on the icy runway due to brake or hydraulifailure."
1970-11-27,1970,November,Friday,13:30,Viet Nam,"Near Nha Trang, South Vietnam",Military - U.S. Air Force,Military,Saigon - Nha Trang Ab,Fairchild C-123K,79,79,1.0,0,Collision/Impact,Crashed into high ground on a mountainside while on a flight from Saigon to Nha Trang Air Base. Cause unknown.
1970-11-29,1970,November,Sunday,14:30,Viet Nam,"Near Cam Ranh, South Vietnam",Military - U.S. Air Force,Military,Cam Ranh Bay Ab - Siagon,Fairchild C-123K,44,42,0.95,0,Pilot Error,Crashed into the jungle 15 miles from it destination as the pilot prepared to land at Saigon in poor weather conditions.
1970-12-02,1970,December,Wednesday,14:30,Bangladesh,"Dhaka, Bangladesh",Cargolux,Civilian,Unavailable,Canadair Cl-44J,4,4,1.0,0,Mechanical Failure,The cargo plane crashed while attempting to land. Malfunction of the hydraulisystem caused the controls to lock.
1970-12-05,1970,December,Saturday,14:30,India,"Delhi, India",Jamair,Civilian,Unavailable,Douglas Dc-3,16,5,0.31,0,Pilot Error,"The No. 2 engine failed on takeoff due to fuel starvation. The plane made a right turn, lost control and crashed."
1970-12-07,1970,December,Monday,14:30,Romania,"Near Constanta, Romania",Tarom,Civilian,Tel Aviv - Constanta,Bac One-Eleven  424Eu,27,18,0.67,0,Pilot Error,Crashed 4 kms short of the runway on approach in poor weather after being diverted to Bucurest.
1970-12-19,1970,December,Saturday,14:30,Pakistan,"Panarah, Pakistan",Aeroflot,Civilian,Unavailable,Antonov An-22,25,25,1.0,0,Pilot Error,Crashed during an emergency landing with engines on fire.
1970-12-28,1970,December,Monday,14:42,Afghanistan,"St. Thomas, Virgin Islands",Trans Caribbean Airways,Civilian,New York - St. Thomas,Boeing B-727-2A7,55,2,0.04,0,Pilot Error,"The aircraft experienced a hard landing which caused it to bounce. The crew executed a second touchdown which caused the main landing gear to fail. The aircraft veered off the right side of the runway, passed through the airport perimeter fence, crossed a paved highway and hit an embankment. Captain's use of improper techniques in recovering from a high bounce generated by a poorly executed approach and touchdown."
1970-12-30,1970,December,Wednesday,14:42,Pakistan,"Near Shemshernagar,  Pakistan",Pakistan International Airlines,Civilian,Unavailable,Fokker F-27 Friendship 200,35,7,0.2,0,Pilot Error,Crashed and burned on landing.
1970-12-31,1970,December,Thursday,14:42,Algeria,"Off Algiers, Algeria",Rousseau Aviaiton,Civilian,Algiers - Menorca,Nord 262E,31,31,1.0,0,Unknown,Ditched in the ocean. Mayday received. No trace of the plane ever found.
1970-12-31,1970,December,Thursday,14:42,Russian Federation,"Leningrad, Russia",Aeroflot,Civilian,Leningrad - Erevan,Ilyushin Il-18B,93,93,1.0,0,Pilot Error,The plane crashed during takeoff on a flight to Erevan.
1971-01-02,1971,January,Saturday,14:42,Libya,"Ben Gashir, Libya",United Arab Airlines,Civilian,Algers - Boumediene,De Havilland Comet 4C,16,16,1.0,0,Weather,Crashed 7 kms from the runway in a sandstorm. Decision to land while visibility was below company minimums for that particular airport at night.
1971-01-09,1971,January,Saturday,16:20,USA,"Edison, New Jersey",American Airlines / Private,Civilian,"San Francisco, Ca - Newark, Nj",Boeing B-707-323 / Cessna 150,21,2,0.1,0,Unknown,"Midair collision at 3,000 ft.  Failed to see and avoid other aircraft. The Boeing 707 landed safely. Two killed on the Cessna.  System permitted VFR operation in congested area in reduced visibility."
1971-01-18,1971,January,Monday,15:49,Switzerland,"Zurich, Switzerland",Balkan Bulgarian Airlines,Civilian,Paris - Zurich - Sofia,Ilyushin Il-18,47,45,0.96,0,Pilot Error,"The crew decided while on the ground at Paris not to stop at Zurich but later, while in flight, changed their minds when they received reports of improving weather. The plane crashed during the approach to Zurich after drifting to the right and below the glide path. The left wing tip and landing gear struck the ground first."
1971-01-21,1971,January,Thursday,15:49,France,"Near Privas, France",L'Armée De L'Air,Civilian,Paris - Orange,Nord 262A-34,21,21,1.0,0,Weather,Crashed and exploded  in a snowstorm in mountainous terrain. Thirteen of France's nuclear weapons experts were killed.
1971-01-21,1971,January,Thursday,07:35,Peru,"Near Pacae, Peru",Fuerza Aérea Del Peru,Civilian,Mazamari - Lima,Curtiss-Wright C-46,35,35,1.0,0,Mechanical Failure,Crashed in the Andes mountains after experiencing engine trouble.
1971-01-22,1971,January,Friday,07:35,,"Surgut, Ussr",Aeroflot,Civilian,Unavailable,Antonov An-12,13,13,1.0,0,Pilot Error,Crashed on approach.
1988-10-02,1988,October,Sunday,07:35,Brazil,"Sao Pedro Da Aldeia, Brazil",Aramar,Civilian,Unavailable,Beech King Air F90,8,8,1.0,0,Unknown,No remark
1971-01-23,1971,January,Saturday,07:35,French Southern Territories,"Near Sokcho, South Korea",Korean Airlines,Civilian,Kangnung - Seoul,Fokker F-27 Friendship 500,60,2,0.03,0,Pilot Error,Crash landed on a beach after a hijacker detonated grenades he was carrying. The hijacker and the co-pilot were killed by the grenade explosions.
1971-01-25,1971,January,Monday,07:35,"Venezuela, Bolivarian Republic of","Merida, Venezuela",Linea Aeropostal Venezolana,Civilian,Merida - Maiquetia,Vickers Viscount 749,48,18,0.38,0,Collision/Impact,Crash landed onto Cruces de Daji mountain in the Andes eight minutes after taking off off from Merida.
1971-01-31,1971,January,Sunday,07:35,Russian Federation,"Voroshilovgrad, Russia",Aeroflot,Civilian,Unavailable,Antonov An-10,7,7,1.0,0,Collision/Impact,Aileron oscillations coincided with flap extension. The crew misunderstood aileron oscillations for asymmetrical flap extension and retracted the flaps. The airspeed dropped to 172 knots and the aileron suddenly deflected causing a left roll. The aircraft undershot the runway and crashed. The hinge moment reversal on the ailerons caused by icing.
1971-02-07,1971,February,Sunday,16:12,Puerto Rico,"Aguadilla, Puerto Rico",Jamie Ramirez - Air Taxi,Civilian,"Mona Is., Pr - Mayaguez, Pr",Piper Pa-28,3,3,1.0,0,Pilot Error,The pilot declared a engine problem and ditched into the ocean.  A search found no evidence of the aircraft or occupants.
1971-02-17,1971,February,Wednesday,16:12,USA,"Mt. Cunatineuta, Ecuador",Tame,Civilian,La Paz - San Borja,Curtiss C-46,12,12,1.0,0,Weather,Cashed into a mountain 15 minutes after taking off in poor weather conditions.
1971-03-26,1971,March,Friday,16:12,India,"Gauhati, India",Jamair,Civilian,Gauhati - Calcutta,Douglas Dc-3,15,15,1.0,0,Collision/Impact,Hit  a mountain after deviating from the prescribed course. Wreckage found 6 days later.
1971-03-31,1971,March,Wednesday,06:33,USA,"Ontario, California",Western Airlines,Civilian,Los Angeles - Ontairo,Boeing B-720-047B,5,5,1.0,0,Pilot Error,"The aircraft, during a training flight suddenly rolled to the left and  crashed after a missed, 3 engine, ILS approach. Failure of the aircraft rudder hydrauliactuator support fitting which led to the loss of left rudder control. Stress corrosion cracks."
1971-03-31,1971,March,Wednesday,06:33,Ukraine,"Vorochilovgrad, Ukraine",Aeroflot,Civilian,Unavailable,Antonov An-10,64,64,1.0,0,Pilot Error,Crashed on approach resulting from structural failure of the right outer wing.
1971-04-15,1971,April,Thursday,07:00,Philippines,"Near San Jose, Philippines",Military - Philippine Air Force,Military,Manila - Nichols Afb,Douglas C-47A,40,39,0.98,0,Mechanical Failure,"Crashed into a rice field moments after taking off from Basa Air Base near Floridablanca. Climbed to 200 ft. banked to the left, stalled and crashed to the ground. Failure of the right engine. A young boy was the only survivor."
1971-04-20,1971,April,Tuesday,09:45,USA,"Kayenta, Arizona",Monument Valle - Air Taxi,Civilian,"Kayenta, Az - Tucon, Az",Cessna Tu206B,2,2,1.0,0,Weather,The aircraft went into a spin at the top of a ridge and crashed. Moderate to severe turbulence was forcast in the area.
1971-04-21,1971,April,Wednesday,17:26,Canada,"C. Amalie, Virgin Islands",Costal Airway,Civilian,"C. Amalie, Vi - San Juan, Pr",Beech E18S,8,8,1.0,0,Mechanical Failure,The plane crashed on take off after an engine failure. Inadequate maintenance and inspection of powerplants. Failed to follow approved procedures and directives. Improper emergency procedures.
1971-04-22,1971,April,Thursday,17:01,USA,"Manchester, New Hampshire",New England Aviaiton,Civilian,"Manchester, Nh - Boston, Ms",Beechcraft C35,4,4,1.0,0,Pilot Error,The aircraft experienced engine failure during takeoff and crashed. Fuel starvation. Fuel selector positioned between tanks. Pilots unfamilarity with aircraft. Had only 1 hour in type aircraft.
1971-05-06,1971,May,Thursday,13:15,USA,"Coolidge, Arizona",Apache Airlines - Air Taxi,Civilian,"Tucon, Az - Phoenix, Az",De Havilland 104-7X,12,12,1.0,0,Collision/Impact,Crashed after the wing separated from the fuselage. Fractured due to fatigue which propagated in area of corrosion and fretting.
1971-05-11,1971,May,Tuesday,13:15,Guatemala,"Guatemala City, Guatemala",Aviateca,Civilian,Guatemala City - Tikal,Curtiss C-46A-55-Ck,35,5,0.14,0,Collision/Impact,Crashed in a hill.
1971-05-12,1971,May,Wednesday,19:30,USA,"Anaktvk Pass, Alaska",Gay Airways - Air Taxi,Civilian,"Sagwon, Ak - Local",Sud Aviation Sa 318C,4,2,0.5,0,Pilot Error,The pilot suffered spatial disorientation in whiteout conditions. Continued VFR flight into adverse weather conditions.
1971-05-23,1971,May,Sunday,20:00,,"Near Rijeka, Yugoslavia",Aviogenex (Yugoslavia),Civilian,London - Rijeka,Tupolev Tu-134A,83,78,0.94,0,Pilot Error,"The aircraft crashed on landing at Rijeka Airport during a heavy rain storm. After a too rapid descent, the aircraft landed extremely hard on the runway causing the left wing to separate. The aircraft turned over and slid 2,300 ft. and burst into flames. Improper handling of the flight and engine controls. Optical illusion due to the intense rain which caused a refraction of light."
1971-05-26,1971,May,Wednesday,15:00,French Southern Territories,"Near Capetown, South Africa",Military - South African Air Force,Military,Unavailable,Hawker Siddeley Hs 125-400B (3),11,11,1.0,0,Collision/Impact,All three planes crashed into Devil's Peak  and exploded while flying in a V formation in heavy mist.
1971-05-28,1971,May,Friday,11:08,USA,"Roanoke, Virginia",Private,Civilian,"Atlanta, Ga - Martinsville, Va",Aero Commander 680E,6,6,1.0,0,Pilot Error,"The flight crashed into the side of a mountain during a thunderstorm. Continued VFR flight into adverse weather conditions.  Entered instrument weather at too low an altitude to clear mountain.  World War II hero and western movie star Audie Murphy, 46, killed."
1971-08-28,1971,August,Saturday,11:08,Denmark,"Off Copenhagen, Denmark",Malev Hungarian Airlines,Civilian,"Oslo, Norway - East Berlin, German",Ilyushin Il-18D,34,32,0.94,0,Pilot Error,Disappeard from radar while eight miles short of the runway and crashed into the sea while on approach. Crew error. Crew flew below prescribed minimum altitiude.
1971-12-06,1971,December,Monday,11:08,Sudan,"Tikaka, Sudan",Sudan Airways,Civilian,Unavailable,Fokker F-27 Friendship 200,42,10,0.24,0,Pilot Error,The aircraft experienced a forced landing after being hijacked and running out of fuel.
1971-06-06,1971,June,Sunday,17:11,USA,"Near Duarte, California",Hughes Airwest  / Military - Us Marine Air Corps,Military,Los Angeles - Salt Lake City,Mcdonnell Douglas Dc-9-31 / F4-B,51,50,0.98,0,Mechanical Failure,"The DC-9 was climbing to FL 330 under radar control of the LA ARTCC and the F4-B was en route to El Toro under VFR. Visibility was good with no clouds. The collision took place at 15,150 feet. Both planes crashed into the San Gabriel Mountains. One of two killed on the F4 when the forward canopy did not jettison. The other crew member parachuted to safety unhurt. All forty-nine killed aboard the DC-9. Failure of both crews to see and avoid each other and failure of the F4 crew to request radar advisory service and particularly considering the fact that they had  an inoperable transponder.  Allegations also surfaced that the F-4B was performing an aerobatics maneuver shortly before the collision."
1971-06-07,1971,June,Monday,08:49,USA,"New Haven, Connecticut",Allegheny Airlines,Civilian,"Washington D.C. - Newport News, Va - Philadelphia",Convair Cv-580,31,28,0.9,0,Weather,"The aircraft crashed into a row of beach houses, 4,980 feet short of the runway. Captain's intentional descent below minima under adverse weather conditions while trying to locate the runway despite advisories from 1st. officer."
1971-06-13,1971,June,Sunday,13:30,North Macedonia,North Pacifiocean,Military - U.S. Air Force,Military,Hickam Afb - Pango Pango,Boeing - Ec-135N,24,24,1.0,0,Collision/Impact,Disappeared while en route. Met with an undisclosed catastrophievent and plunged into the sea. Believed to  have struck the surface at high speed.
1971-06-17,1971,June,Thursday,14:30,Chile,"Near Arica, Chile",Savco,Civilian,Santa Cruz - Arica,Douglas Dc-6,6,6,1.0,0,Pilot Error,"The aircraft struck Putre Mountain at an altitude of 18,000 feet.  Improper flight planning for IMC weather."
1971-06-27,1971,June,Sunday,18:00,USA,"Garberville, California",Shelter Cove Sea Park,Civilian,"Shelter Cove, Ca - San Jose, Ca",Douglas Dc-3,24,17,0.71,0,Pilot Error,"The aircraft was unable to gain height on takeoff. It struck a transformer and a building, became airborne and went off a cliff into the ocean. Failure of the pilot to remove the rudder and elavator gust locks."
1971-07-03,1971,July,Saturday,18:10,Japan,"Hokkaido, Japan",Toa Domestiairline (Japan),Civilian,Sapporo - Hakodate,Namc Ys-11A-227,68,68,1.0,0,Pilot Error,The aircraft crashed into Yokotsu Mountain while on approach. Navigational error after strong winds caused flight to drift.
1971-07-21,1971,July,Wednesday,22:15,USA,"Anchorage, Alaska",Anchorage Helicopter - Air Taxi,Civilian,"Fairbanks, Ak - Local",Bell 206,3,3,1.0,0,Pilot Error,"The aircraft took off from a roadside lodging, hit wires and crashed and burned. Pilot failed to see and avoid obstruction."
1971-07-24,1971,July,Saturday,22:15,Mali,"Near Bamako, Mali",Air Ivoire,Civilian,Unavailable,Douglas Dc-3,6,6,1.0,0,Pilot Error,Crashed into high terrain during a right turn on takeoff at night.
1971-07-25,1971,July,Sunday,22:15,Philippines,"Manila, Philippines",Pan American World Airways,Civilian,San Francisco - Honolulu - Guam - Manila - Siagon,Boeing 707-321Cf,4,4,1.0,0,Pilot Error,"While on a VOR/DME approach to Manila runway 24, the aircraft struck Mount Kamunay at an altitude of 2,525 feet, 20 miles east/northeast of the Manila VOR. The probable cause was improper crew coordination, which caused a premature descent."
1971-07-25,1971,July,Sunday,22:15,Russian Federation,"Near Irkutsk, Russia",Aeroflot,Civilian,Novosibirsk - Irkutsk,Tupolev Tu-104B,126,97,0.77,0,Pilot Error,While landing at Irkutsk Airport the aircraft landed short of the runway after an excessive rate of sink. The left wing separated and the plane burst into flames.
1971-07-30,1971,July,Friday,14:00,Japan,"Near Morioko, Japan",All Nippon Airways /  Japanese Air Force,Civilian,Sapporo - Tokyo,Boeing B-727-281 / Air Force F86F,164,163,0.99,0,Pilot Error,"A Japan Air Self Defense Force F-86F fighter collided with the B-727. Both aircraft crashed, but the fighter pilot ejected safely. All one hundred sixty-two aboard the 727 were killed. The fighter pilot and his captain was indicted for involuntary homicide. The fighter pilot was acquitted but the captain was convicted and received 3 years in jail for not providing sufficient supervision of his wingman."
1971-07-30,1971,July,Friday,14:29,USA,"San Francisco, California",Pan American World Airways,Civilian,San Francisco - Los Angeles,Boeing B-747-121,218,0,0.0,0,Pilot Error,The aircraft struck approach lights at the departure end of runway during takeoff. Miscalculation of available runway length and takeoff reference speed by crew. Erroneous information from the dispatcher. The aircraft was named 'Clipper America.'
1971-07-30,1971,July,Friday,15:00,France,"Near Pau, France",Military - French Air Force,Military,Exercises,Nord 2501 Noratlas,39,37,0.95,0,Pilot Error,"The plane, carrying parachute trainees, crashed in the flatlands of the Pyrenees during a final approach and after experiencing an engine fire. Two escaped by parachuting out of the plane before it crashed."
1971-08-07,1971,August,Saturday,15:00,,"Irkutsk, Ussr",Aeroflot,Civilian,Odessa - Irkutsk - Vladivostok,Tupolev Tu-104,100,100,1.0,0,Pilot Error,A few seconds after taking off the airliner lost altitude and slammed into the tarmaexploding in flames.
1971-08-12,1971,August,Thursday,14:27,USA,"Valdez, Alaska",Trans Alaska Helicopter - Air Taxi,Civilian,"Valdez, Ak - Local",Sikorsky S-55B,2,2,1.0,0,Mechanical Failure,The helicopter crashed after the failure of the main rotor. Inadequate inspection and maintenance.
1971-08-18,1971,August,Wednesday,09:40,Germany,"Near Pegnitz, West Germany",Military - U.S. Army,Military,Ludwigsburg - Grafenwohr,Boeing Vertol Ch-47A (Helicopter),37,37,1.0,0,Mechanical Failure,"The helicopter, carrying American troops to an exercise, crashed into a hayfield and exploded in flames. Fatigue failure of the rotor blade led to its failure and structural failure of the aircraft."
1971-08-19,1971,August,Thursday,20:40,USA,"Augusta, Maine",Downeast Airlines,Civilian,"Boston, Ma - Rockville, Me Diverted To  Augusta Me",Piper Pa-31,8,3,0.38,0,Pilot Error,"Crashed in dense fog while making an approach to Agusta State Airport. Discontinue VOR approach, attempted to maintain visual flight in IFR conditions at an altitude below obstructing terrain."
1971-12-09,1971,December,Thursday,07:00,India,"Chinnamanur, India",Indian Airlines,Civilian,Trivandrum - Madurai,Hal-748-224 Srs.2,31,21,0.68,0,Collision/Impact,Strayed off course and flew into a mountain.
1971-09-04,1971,September,Saturday,11:15,USA,"Near Juneau, Alaska",Alaska Airlines,Civilian,Anchorage - Seattle,Boeing B-727-193,111,111,1.0,0,Pilot Error,The aircraft crashed into the slopes of Chikat Mountain in rain and fog while attempting a non-precision instrument landing at Juneau Municipal Airport. Display of misleading navigation information which resulted in the premature descent below obstacle clearance altitude. The crew didn't use all available navaids to check the position of the aircraft.
1971-09-06,1971,September,Monday,11:15,Germany,"Near Hasloh, Germany",Pan International,Civilian,"Hamburg, Germany - Malaga, Spain",Bac One-Eleven 515Fb,121,22,0.18,0,Pilot Error,The aircraft collided with a bridge shearing off both wings after a double engine failure during takeoff.  A forced landing was attempted on a roadway. The water-injection system to cool the engines during takeoff was inadvertently filled with kerosene instead of water.
1971-09-15,1971,September,Wednesday,00:16,USA,"Jackson, Mississippi",C And C Aviaiton - Air Taxi,Civilian,"Temple, Tx - Columbus, Ga",Aero Commander 560-A,5,5,1.0,0,Pilot Error,Collided with trees and crashed on final approach after experiencing engine failure. Fuel exhaustion. Mismanagement of fuel.
1971-09-16,1971,September,Thursday,00:16,Russian Federation,"Presevo, Russia",Yemen Airlines,Civilian,Unavailable,Douglas Dc-3,5,5,1.0,0,Collision/Impact,Crashed while taking off. Icing.
1971-09-16,1971,September,Thursday,00:16,Ukraine,"Kiev, Ukraine, Ussr",Malev Hungarian Airlines,Civilian,Budapest - Kiev,Tupolev Tu-134A,49,49,1.0,0,Pilot Error,"While on approach to Kiev,   generator failed forcing the crew to switch to batteries. After two aborted attempts to land in fog, the plane crashed and broke up."
1971-09-28,1971,September,Tuesday,00:16,Brazil,"Sena Madureira, Brazil",Cruzeiro,Civilian,Cruzerio Do Sul - Rio Branco,Douglas Dc-3,32,32,1.0,0,Mechanical Failure,The aircraft tried to return to the airport after an engine fire but the right wing struck trees and it crashed in the Amazon jungle.
1971-10-02,1971,October,Saturday,11:10,Belgium,"Near Aarsele, West Vlaanderen, Belgium",British European Airways,Civilian,London - Salzburg,Vickers Vanguard 951,63,63,1.0,0,Collision/Impact,"While en route a distress message was received from the aircraft after which it crashed and burst into flames.  The elevators and tailplane were destroyed when the rear pressure bulkhead ruptured at 19,000 feet. The airplane rapidly nosed down and crashed. The bulkhead was weakened by corrosion from a suspected leak in the lavatory."
1971-10-13,1971,October,Wednesday,11:10,Russian Federation,"Moscow, Russia",Aeroflot,Civilian,Unavailable,Tupolev Tu-104B,20,20,1.0,0,Pilot Error,Crashed on takeoff
1971-10-16,1971,October,Saturday,09:45,USA,"Colorado City, Arizona",Sceniair Lines,Civilian,Las Vegas - Grand Canyon,Cessna 402,10,10,1.0,0,Pilot Error,The sightseeing plane crashed in rain/snow.  Continued VFR flight into adverse weather conditions. Pilot transmitted he was turning around do to weather conditions.
1971-10-16,1971,October,Saturday,13:17,USA,"Hot Springs, Virginia",Alpena Flying Service - Air Taxi,Civilian,"Detroit, Mi - Hot Springs, Va",Swearingen Sa26At,6,6,1.0,0,Pilot Error,The pilot descended below minima on a third attempt at landing with no glideslope approach and hit the ground 150 feet short and right of the runway. Improper IFR operation.
1971-10-17,1971,October,Sunday,13:17,Colombia,"San Vicente Del Caguan, Colombia",Aerolineas Tao,Civilian,Unavailable,Douglas C-47A,22,20,0.91,0,Collision/Impact,"The aircraft crashed and burned short of the runway. A girl, 6, and a boy 3, were the only survivors."
1971-10-21,1971,October,Thursday,11:20,USA,"Peoria, Illinois",Chicago Southern Airlines,Civilian,"Chicago, Il - Peoria, Il",Beech E18S,16,16,1.0,0,Unknown,Collided with wires/poles while attempting to land. Improper IFR operation. Descended below MDA.
1971-10-23,1971,October,Saturday,11:20,Viet Nam,"Near Qui Nhon, South Vietnam",Military - Vietnamese Air Force,Military,Unavailable,Douglas C-47,31,31,1.0,0,Collision/Impact,Crashed after flying during a typhoon.
1971-10-24,1971,October,Sunday,22:15,USA,"Bath, Pennsylvania",Monmouth Airways,Civilian,"Jamaica, Ny - Allentown, Pa",Beechcraft B99,8,4,0.5,0,Pilot Error,Collided with trees while attempting to land. Improper IFR operation. Descended below MDA. Pilot fatigue.
1971-11-09,1971,November,Tuesday,05:40,Italy,"Off Livorno, Italy",Military - Royal Air Force,Military,San Giusto - Sardinia,Lockheed C-130K Hercules,52,52,1.0,0,Mechanical Failure,"The plane, carrying paratroopers, crashed into the Ligurian Sea about 20 miles west of Pisa shortly after taking off from San Giusto Airport. In-flight structural failure. Cause undetermined."
1971-11-10,1971,November,Wednesday,05:40,Philippines,"Off Padang, Philippines",Merpati Nusantara Airlines,Civilian,Jakarta - Padang,Vickers Viscount 828,69,69,1.0,0,Pilot Error,The plane crashed into the sea while on approach to Pandang.
1971-11-12,1971,November,Friday,05:40,Russian Federation,"Vinnitsa, Russia",Aeroflot,Civilian,Unavailable,Antonov An-24,47,47,1.0,0,Collision/Impact,The plane crashed during a go-around.
1971-11-21,1971,November,Sunday,05:40,Åland Islands,"Near Penghu Island, Taiwan",China Airlines (Taiwan),Civilian,Taipei - Hong Kong,Sud Aviation Se-210 Caravelle Iii,25,25,1.0,0,Collision/Impact,The plane crashed into the sea while on a flight from Taipei to Hong Kong.  Detonation of an explosive device.
1971-11-28,1971,November,Sunday,13:30,Viet Nam,"Near Hue, South Vietnam",Military - U.S. Army,Military,Da Nang - Camp Eagle,Boeing Vertol Ch-47C,34,34,1.0,0,Weather,Crashed into a mountain after attempting to fly through a lowland area due to deteriorating weather conditions.
1971-12-01,1971,December,Wednesday,13:30,Russian Federation,"Saratov, Russia",Aeroflot,Civilian,Unavailable,Antonov An-24,57,57,1.0,0,Pilot Error,Crashed short of runway during approach.
